t_start,t_end,Mean(R),Std(R),Quantile.0.025(R),Quantile.0.05(R),Quantile.0.25(R),Median(R),Quantile.0.75(R),Quantile.0.95(R),Quantile.0.975(R)
16,22,1.2099029472400213,0.16314328012461873,0.9114644799507696,0.954631328853505,1.096237756207595,1.2025781552320072,1.3155866281090238,1.4901624233465878,1.549957970276947
17,23,1.0800435667624837,0.15123634964200822,0.8041633760683091,0.8438897048613931,0.9745587837798817,1.0729927196032722,1.1778456069728351,1.3402509262025952,1.3959831346026317
18,24,1.0197373811673598,0.1471864128799248,0.7518738456032699,0.7903021541597811,0.9169848579627229,1.012664680795406,1.114783575492661,1.2733008095665874,1.3277838204349195
19,25,1.040119179340123,0.15012827204532814,0.7669017746127195,0.8060981613465972,0.935312910506095,1.0329051147756036,1.1370650905784296,1.2987506563537015,1.3543226355700329
20,26,1.3288789177997116,0.1701455104436784,1.0164870761297176,1.0619350972757144,1.2105071569296657,1.3216243810599153,1.4393453855319498,1.620570697394402,1.6824890972105386
21,27,1.1255528285798369,0.14908311410400785,0.852482720709622,0.8920609556251025,1.021736314267406,1.1189775352646232,1.2222044201201827,1.3814756389340936,1.435981444151302
22,28,1.0392986027958944,0.1414306259576351,0.7807530971933062,0.8181098961330264,0.9407351138316667,1.0328902672412217,1.1308792607947498,1.2823487979603456,1.3342535657652095
23,29,0.989838686980055,0.13860513997786064,0.7369999181338143,0.7734083171477143,0.8931639580180921,0.9833767242324859,1.079472333293023,1.2283136142302713,1.2793910871053287
24,30,0.8723072174931966,0.1315052610156307,0.6338197596168171,0.6678427126574464,0.7803799793234589,0.8657078036601845,0.9570441396652317,1.0992855484978246,1.1482877315541906
25,31,0.8423163688842239,0.13318191180583647,0.6017631631688456,0.6358591348488871,0.7490773016179807,0.8353075598933746,0.9279194837537469,1.0726843571800095,1.1226873498882775
26,32,0.7190905608869829,0.12711845297260588,0.4918574113238316,0.5235305708216761,0.629766134391925,0.711614064231941,0.8002707204577417,0.9401576590601213,0.9887950374779525
27,33,0.47448331516036407,0.10885393795685198,0.2856699510835595,0.3107104591036474,0.3972494849188212,0.4661855101036055,0.5426828868831662,0.6665684034153799,0.7104204000328402
28,34,0.48745749599802696,0.12186437399950674,0.2786240769247742,0.3057563961661809,0.4006916861374897,0.47734060644664966,0.5632111652203987,0.7036793148511862,0.7537378213461012
29,35,0.6148654219595426,0.14912676942818628,0.35818176679139996,0.39178285593450735,0.5088206619104987,0.6028521699066163,0.7078326936030082,0.8789386799860013,0.9397674577410645
30,36,0.5588754579441885,0.14936574896453872,0.3055424134457418,0.3378776399097722,0.45223315182660856,0.5456267004244664,0.6510997706413783,0.8250825719457561,0.88743019278869
31,37,0.540288520136261,0.15596786127036744,0.2791749624571052,0.31175604433948984,0.4285670415265237,0.5253568883642528,0.6357653814266279,0.8197759108317184,0.8861649551347341
32,38,0.665471428840497,0.18456856608005365,0.35433550881187215,0.3936303579163431,0.5334887645423867,0.6484880378921156,0.7789743746892523,0.995267260946844,1.0730258425209165
33,39,0.7166795339719013,0.1987711390624097,0.3816016681098651,0.42392026049895837,0.5745407880510586,0.6983892690820079,0.8389165449237587,1.0718531943522984,1.155595307972295
34,40,0.7014691002663898,0.20249668693350234,0.3624593202207954,0.4047600934964852,0.5564185168095389,0.6820830168789838,0.8254289207873247,1.064334053305738,1.1505284872778627
35,41,0.8176670120185106,0.2267800260067823,0.43537324697332036,0.48365496195386254,0.655499462702514,0.7967994616942221,0.9571284683114676,1.222888274611873,1.3184305087319028
36,42,0.5203846511694841,0.18398375783366913,0.22466515656190106,0.25894488461982995,0.38743351824338,0.49886996198344263,0.6299535980899604,0.8552595768269146,0.9381673608787755
37,43,0.6100083402388699,0.2156705169816278,0.26335830420024453,0.30354188757354916,0.454159585386344,0.5847882654122242,0.7384478922173393,1.002557384736674,1.0997440323995136
38,44,0.6852837744720014,0.24228440198313245,0.2958568938093827,0.34099915805299197,0.5102031797865597,0.6569515256655304,0.8295728524489222,1.1262736317147626,1.2354531762314678
39,45,0.648014261523904,0.24492636885934593,0.2605353420701153,0.30413306027943143,0.4705191656250116,0.617431420499546,0.7922869345546919,1.0962916104824323,1.2089607735132935
40,46,0.5104651517033048,0.2282869558706664,0.16574664528401004,0.20113853962754175,0.34391062141114487,0.47686724228975313,0.6405756436666881,0.9345104957103272,1.0455948233745591
41,47,0.4782194291511329,0.23910971457556646,0.1302986992067918,0.1633500009330988,0.30310984611254793,0.4390126987809394,0.6108568738062027,0.9269872996554858,1.0481700806560685
42,48,0.282170360367471,0.1995245752656906,0.03417213970554787,0.050136242767285184,0.1356221875008467,0.23678988749733074,0.3798908276773505,0.6692889803443642,0.7860763117301334
43,49,0.3598955194458181,0.25448456231879296,0.043585017058088545,0.0639465077419728,0.17297995989171308,0.3020147808911858,0.4845335512262514,0.8536477925133812,1.002604746174407
44,50,0.4361437024804857,0.3084001695957595,0.052819025759646046,0.07749434249758659,0.20962783943037025,0.3660002351364226,0.5871877964283752,1.0345033175583362,1.2150185887125096
45,51,0.2534741824510264,0.2534741824510264,0.006417410680269945,0.013001525860104193,0.07291997812053211,0.1756949149106661,0.3513898298213322,0.7593407888812521,0.9350357037919182
46,52,0.32262884186065055,0.32262884186065055,0.008168255068421774,0.016548696163472838,0.09281453385918985,0.22362927210303038,0.44725854420606076,0.9665096339412974,1.190138906044328
47,53,0.39782416663398257,0.39782416663398257,0.01007203586234931,0.02040571209363883,0.11444688072866675,0.2757506994609549,0.5515013989219097,1.191774695185142,1.4675253946460964
48,54,0.4754901007171995,0.4754901007171995,0.01203836706838871,0.024389453714453366,0.13678997760463002,0.32958462269629124,0.6591692453925825,1.4244410404739518,1.754025663170243
49,55,0.5609508277468972,0.5609508277468972,0.01420204534552441,0.02877301594456175,0.16137549666976939,0.3888214846855293,0.7776429693710586,1.6804584985582052,2.0692799832437343
50,56,0.6556793362271277,0.6556793362271277,0.01660036353386506,0.03363195321693179,0.1886271903096282,0.45448228325725,0.9089645665145,1.9642397486380645,2.4187220318953147
51,57,0.760556669300953,0.760556669300953,0.019255627714532583,0.0390114571368687,0.21879851884152196,0.5271777109820183,1.0543554219640365,2.2784241600915935,2.805601871073612
52,58,0.8761605651338871,0.8761605651338871,0.022182464951466658,0.04494116179817512,0.25205568717824023,0.6073082254403621,1.2146164508807242,2.6247424817868885,3.2320507072272506
53,59,1.002808965697837,1.002808965697837,0.025388924838462168,0.05143737549201422,0.28849016152518064,0.6950942072136905,1.390188414427381,3.004147182750306,3.699241389963997
54,60,1.1405472557683813,1.1405472557683813,0.028876156418552634,0.05850242615304048,0.32811499826863944,0.7905671146312363,1.5811342292624726,3.4167742236187775,4.207341338250012
55,61,1.289121480948329,1.289121480948329,0.032637730123073194,0.06612328762359776,0.3708571392813243,0.8935509199185954,1.7871018398371907,3.861862825008624,4.755413744927219
56,62,1.4479536399167732,1.4479536399167732,0.036659012225566466,0.07427031231177639,0.4165503039453571,1.0036449830898215,2.007289966179643,4.337681449708651,5.34132643279847
57,63,1.6161282214655728,1.6161282214655728,0.04091682398905728,0.08289654063166209,0.4649311160990268,1.1202147201322206,2.240429440264441,4.841487471245827,5.9617021913780475
58,64,1.7923962280732544,1.7923962280732544,0.0453795435341241,0.09193790738569661,0.5156402615468688,1.242394391935257,2.484788783870514,5.369539227435487,6.611933619370744
59,65,1.9752005598083164,1.9752005598083164,0.050007748503688824,0.1013145437887026,0.5682297905535744,1.36910469907156,2.73820939814312,5.917172063759682,7.286276762831242
60,66,2.1627239590121863,2.1627239590121863,0.05475542991729374,0.11093323670862085,0.6221769106697463,1.4990860145187397,2.9981720290374794,6.4789419628012634,7.978027977320003
61,67,2.352957715284069,2.352957715284069,0.05957173163071546,0.12069095277152406,0.6769037519243285,1.6309460063259227,3.2618920126518454,7.048831365984346,8.679777372310266
62,68,2.543786366157776,2.543786366157776,0.06440309477143707,0.13047918293836822,0.7318017336908539,1.763218347649091,3.526436695298182,7.620502914125477,9.383721261774568
63,69,2.733081226057616,2.733081226057616,0.06919562568679427,0.14018873991326086,0.7862584712913094,1.894427546083155,3.78885509216631,8.18757963514531,10.082007181228464
64,70,2.918794223948208,2.918794223948208,0.07389747170757512,0.14971457138565755,0.8396847714057082,2.023153986964354,4.046307973928708,8.74392605654462,10.767080043508974
65,71,3.0990435155936873,3.0990435155936873,0.07846098866275962,0.15896015136517658,0.8915392611842451,2.148093275266345,4.29618655053269,9.283904676812227,11.431997952078572
66,72,3.2721836440551897,3.2721836440551897,0.08284451718952322,0.16784107894465072,0.9413485721646178,2.2681048671512225,4.536209734302445,9.802586147491631,12.070691014642852
67,73,3.436855338280309,3.436855338280309,0.0870136435243625,0.17628763263383648,0.9887216664334461,2.382246587721393,4.764493175442786,10.295898456422638,12.678145044144031
68,74,3.5920128503224316,3.5920128503224316,0.09094189162156509,0.18424617257545298,1.033357701054186,2.4897935797360864,4.979587159472173,10.760708822731566,13.250502402467653
69,75,3.736929476565693,3.736929476565693,0.0946108629385231,0.19167942374699923,1.0750476164245677,2.5902421306328622,5.1804842612657245,11.194840236943065,13.785082367575928
70,76,3.871184127067299,3.871184127067299,0.0980098964009207,0.19856578705807582,1.113670272517159,2.6833003631051113,5.366600726210223,11.597031226325438,14.28033158943055
71,77,3.994633233074974,3.994633233074974,0.10113535716265526,0.20489789839440742,1.1491843671757667,2.768868762876977,5.537737525753954,11.966851697334016,14.735720460210993
72,78,8.214745722601528,5.808702406174726,0.9948438174467187,1.4596022249945253,3.9483303037624005,6.893596878640257,11.059653989362905,19.484820380525075,22.884816856788188
73,79,3.341653881876354,2.3629061202531205,0.40468978793645566,0.5937475858478147,1.6061304551638973,2.804227367162335,4.498926312969281,7.926176641487686,9.30925188288085
74,80,2.5082252980028983,1.7735831169614984,0.30375771992750167,0.4456633655354558,1.2055518560387093,2.1048361895934034,3.376867021818626,5.94934049766279,6.987468452301798
75,81,2.2318107896801447,1.578128543708134,0.2702826406075322,0.396549826907155,1.0726961577049714,1.8728764605731891,3.0047253971206684,5.293704008462447,6.21742691807375
76,82,2.079274693409518,1.47026923565945,0.25180981169272154,0.3694470981037518,0.9993813027282793,1.7448722115508402,2.7993634172605026,4.931898721026429,5.7924885517408216
77,83,1.981235875778293,1.4009453228928994,0.23993685604884038,0.35202748693348046,0.9522599860533897,1.6626006343127606,2.6673720644978243,4.699357286833562,5.519369886585582
78,84,1.9130194012723778,1.3527089911811274,0.23167552451139514,0.33990673221600104,0.9194724619348412,1.6053551769844852,2.5755310471509487,4.537552430344409,5.329330951918565
